Actual,Predicted
1,6
1,3
1,1
3,3
3,3
3,3
3,3
3,3
1,1
1,6
1,4
1,1
3,3
3,3
6,6
1,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
1,1
1,1
